id,timestamp
0,1611515158593632
1,507409
1,1047691
1,1587803
1,2123249
1,2664792
1,3101151
7,462106
8,416530
8,885665
10,419431
11,461073
12,417963
13,462506
13,883112
15,466118
16,417163
17,462836
18,418302
18,885216
20,417478
21,463029
22,422632
23,459553
24,420509
25,462906
26,415914
26,880737
28,422388
29,457510
30,420055
30,882048
32,416749
33,462203
34,418765
34,884421
36,414412
36,879903
38,420492
39,462664
40,416743
41,463365
42,421711
42,888262
44,414971
45,463810
46,419657
47,464081
48,417326
49,463674
50,418407
51,431000
52,458715
53,419658
54,463085
55,421549
56,431526
57,458492
58,418760
59,460186
60,420250
61,429083
62,458414
63,421052
64,461115
65,418297
66,461432
67,424033
68,458560
69,418048
70,460020
71,420265
72,457818
73,418872
74,459029
75,418063
76,459064
76,884730
78,459733
79,417309
80,461576
81,418549
82,459026
83,420884
84,456897
85,418982
86,429938
87,461164
88,415769
88,877876
90,419271
91,426311
92,460252
93,419363
94,460025
95,420777
95,880511
97,419644
98,458569
99,420949
100,458042
100,877493
102,459792
103,422671
104,456790
105,419427
106,458900
107,417909
108,462472
109,417350
110,459041
111,420616
111,880962
113,419485
114,459604
115,418620
116,426108
117,427862
118,423774
119,458154
120,418609
121,460361
122,417731
123,461015
124,417282
125,460021
125,882213
127,460087
128,420925
129,459041
130,421379
131,459975
132,424617
133,458987
134,419022
135,460831
136,419227
137,459947
138,418308
139,458826
140,421940
141,456656
141,876908
143,458366
144,418415
145,464377
146,421870
147,459256
148,417751
149,459252
150,421967
151,457086
152,421534
153,458720
154,422715
155,457378
155,879819
157,460901
158,416473
159,458322
159,881487
161,460714
162,423528
163,456598
164,422147
165,459910
166,419292
167,458176
168,425221
169,460763
170,415326
171,460509
172,419181
172,845331
174,458892
175,422442
176,459908
177,420101
178,460092
179,424609
180,427413
181,422074
181,882086
183,423574
184,462517
184,880340
186,460237
187,418572
187,877391
189,419495
190,459301
191,419399
192,460525
192,881313
194,459074
195,420104
196,457993
197,418293
198,428078
199,460101
200,418143
201,463197
202,419128
203,431495
204,455309
205,419269
206,462663
207,416558
207,845972
209,459912
210,422787
211,455780
211,879633
213,459901
214,418937
215,456660
215,878705
217,464058
218,416001
219,459588
220,422971
221,456759
222,418686
223,458894
224,420182
225,459204
226,419539
227,459944
228,422248
229,457243
230,419552
231,457894
232,419219
233,459301
234,420598
235,458792
236,416064
236,875365
238,419663
239,425716
240,463117
241,420433
242,457664
243,422928
244,460312
245,419723
246,430122
247,458947
248,419761
249,461637
250,420174
251,461991
252,421030
253,463329
254,419925
255,463433
256,420257
257,430312
258,459949
259,422085
260,458392
261,419125
262,458813
263,422257
264,458713
265,421258
266,462214
267,417500
268,463779
269,419574
270,430457
271,425557
272,459220
273,418888
273,849307
275,457292
276,419078
277,461972
277,882104
279,463750
280,419298
281,463009
282,421575
283,464608
284,422235
285,464382
286,417575
287,462280
288,423358
289,455418
289,878496
291,460916
292,419729
293,425799
294,459196
295,420659
296,457019
296,879766
298,462077
299,415877
300,458712
301,420754
302,459605
303,417789
304,458282
305,419452
306,462233
307,419528
308,458731
309,420023
310,463554
311,417416
312,427794
313,427172
314,458349
315,418175
316,459364
317,423126
318,456559
319,419026
320,459609
321,419502
322,459629
323,419867
324,459665
325,418130
326,457417
326,877907
328,459020
329,421988
330,463211
331,415216
332,460045
333,420169
333,879881
333,1303414
336,455194
336,876533
338,456361
338,874582
338,1339768
341,419891
342,461119
343,417528
344,459391
345,425691
346,456139
347,420548
348,458236
349,423051
350,457952
351,419308
352,463169
353,422234
354,459770
355,422924
356,464500
357,414519
358,457869
358,882856
360,458229
361,421870
362,458530
363,419647
364,457428
365,421985
366,460477
367,419929
368,458680
368,880242
370,457537
370,880584
372,458683
373,418930
374,459171
375,423179
376,458426
377,420912
378,459910
379,417720
380,459498
380,880309
380,1338764
380,1758334
380,2216400
380,2637084
386,459684
387,419488
388,458657
389,417813
390,457542
390,878268
392,459523
393,418426
394,459530
395,421356
396,458598
397,420505
398,459674
399,416883
400,459601
401,418773
401,877565
403,419384
404,433596
405,460639
406,413720
407,430534
408,456361
409,416214
409,877147
411,420274
412,460345
413,419797
414,464109
415,420158
416,460381
416,878894
418,429306
419,455405
420,418873
421,461227
422,417609
423,462948
424,420564
425,456911
426,420922
427,460930
428,416211
429,459040
430,420569
431,457188
432,419384
433,460169
434,419776
435,457472
436,421183
437,460561
438,418356
439,428201
440,456645
441,416038
442,459629
443,420568
444,424001
445,458506
445,880261
447,459432
447,878538
449,458210
450,418439
451,459972
452,418984
453,462131
454,421181
455,462063
456,416709
457,463189
458,423934
459,461713
459,879608
461,463950
462,423013
463,458418
463,878595
465,463538
466,419134
467,464137
468,417654
469,464222
470,423170
471,457969
472,418608
473,463271
474,422849
475,459202
476,422454
477,464074
478,417272
479,428437
480,458823
481,419659
482,462158
483,419956
484,464016
485,419750
486,461019
487,419885
488,464464
489,416801
490,463125
491,418427
492,464055
493,418849
494,463955
495,421658
496,464702
497,417259
498,460017
499,419635
500,458230
501,419920
502,459345
502,878858
504,462901
505,417323
506,458467
507,419808
508,462698
509,417364
510,461092
511,421291
512,465296
513,415332
514,462662
515,421154
516,458189
517,422526
518,456465
519,419780
520,426601
521,457809
522,419426
523,460294
523,880818
525,457921
525,878485
525,1336854
525,1755422
529,458293
529,878421
529,1306559
532,458173
533,419133
534,457317
535,422111
536,430211
537,460214
538,420080
539,464495
540,417291
541,464263
542,419847
543,464901
544,417291
545,460393
546,419815
546,844625
546,1305760
549,420755
550,461883
551,417445
552,462302
553,420179
554,456136
554,880658
556,463222
557,426716
558,458719
559,417456
560,461741
561,420458
561,880221
563,420963
564,462308
565,419730
566,459814
567,424298
568,463033
569,420204
570,463101
571,421009
572,462277
573,418016
574,461330
574,882671
576,463073
577,418646
578,464937
579,425044
580,456818
581,418825
581,880450
583,417068
584,463658
585,418709
586,430778
586,889959
588,424647
589,455904
590,419503
591,461415
592,418529
593,457673
594,419909
595,457829
596,418127
597,459356
598,422065
599,458395
600,422251
601,424784
602,459343
603,422031
604,457207
604,879604
606,457963
607,423330
608,458210
609,417932
610,460176
611,419970
612,458419
613,417161
613,878514
615,419878
616,462552
617,417234
617,882144
619,421455
620,459303
621,416678
621,881809
623,420366
624,457879
625,418773
626,459914
627,420910
628,457547
629,422598
630,459979
631,417038
632,459115
633,422030
634,458111
635,422089
636,459018
637,419911
638,422185
638,884724
640,422685
641,456320
642,417380
642,879472
644,419056
645,459351
646,421700
647,462349
647,886417
649,462875
650,418406
651,459661
652,419718
653,457952
654,421294
655,456606
655,876879
657,458505
658,418532
658,882095
660,415365
660,877289
662,422420
663,458150
664,419096
665,462707
665,883457
667,462544
668,419396
669,459226
670,419421
671,460119
672,420152
673,457954
674,422666
675,458766
676,418775
677,464045
678,420558
679,465708
680,418598
681,458679
682,424575
683,457715
684,422298
685,460995
686,419447
686,879537
688,418658
688,879447
690,416828
690,878443
692,422015
693,457809
694,421900
695,457036
696,420114
697,461830
698,421624
699,459317
700,421273
700,883957
702,418290
703,461508
703,884366
705,461256
705,882704
707,460804
708,424441
709,460812
710,415517
710,844547
712,427633
713,460358
714,417947
715,463320
716,417999
717,465312
718,416142
718,882186
720,419925
721,456607
721,876435
723,458377
724,422829
725,459876
726,417300
726,880331
728,417292
729,460359
730,417634
731,463786
732,420483
733,461739
734,418522
735,462621
736,419765
737,458420
738,419270
739,463280
740,415640
741,459736
742,420588
743,458809
744,420496
744,881731
746,419297
747,458561
748,423051
749,456790
750,417400
751,428653
751,884572
753,418733
754,428722
755,459148
756,419736
757,426722
758,462490
759,419170
760,459141
761,422659
762,456885
763,418769
764,458827
765,419101
766,462879
767,420089
768,460463
769,417705
770,428538
771,426794
772,461216
773,419763
774,456778
775,421564
776,457051
777,422659
778,462159
779,420587
780,429944
781,458996
782,422749
783,461780
784,416444
785,463467
786,419120
787,463736
788,420096
789,460233
790,417461
791,465144
792,420554
793,463606
794,416718
795,463704
796,420489
797,457513
798,419257
799,457675
799,881423
801,427473
802,454938
802,879476
804,426377
805,422485
806,458272
807,418980
808,458834
809,421444
810,460389
811,418227
812,458888
813,422333
814,456483
815,420421
816,457887
817,420553
818,459575
819,420181
820,460029
821,420689
822,457267
823,422267
824,458316
825,419047
826,458934
827,420317
828,459913
828,878078
830,461284
831,422268
832,457173
833,419822
834,458877
834,878232
836,459947
837,418870
838,465955
839,417247
840,457710
840,881470
842,457257
843,417594
843,882867
845,419074
846,460529
847,415728
847,876866
849,424636
850,457272
851,416074
851,875871
851,1295767
854,458683
855,421080
856,460649
857,416904
857,877885
859,421025
860,459602
861,416680
861,875906
863,419092
864,462988
865,419235
866,463239
867,418291
868,464353
869,419747
870,461320
871,420329
872,426105
873,456348
873,881852
875,460441
876,418065
877,458491
878,419099
878,878036
880,418819
881,426419
882,461499
883,417115
884,461975
885,418405
886,459029
887,420435
888,459680
889,416328
889,876420
891,419842
892,428577
893,425234
894,462749
895,421721
896,427826
897,426732
898,427879
899,459085
900,421395
901,462850
902,420466
903,462290
904,417069
904,882418
906,418235
907,430488
908,458559
909,418599
909,882456
911,419135
912,461905
913,419387
913,884068
915,417720
916,462284
917,420372
918,460085
919,419710
920,464227
921,420889
922,458043
923,418520
924,428128
925,455531
925,877387
927,466186
928,416225
929,426674
930,459466
931,418775
932,457335
933,418498
934,460758
935,417903
936,458011
937,426700
938,457343
939,422321
940,460825
941,418463
942,458002
943,422284
944,461454
945,418462
946,462022
947,417610
948,466789
949,416835
950,463899
951,419880
952,462826
953,420517
954,463213
955,419231
956,431150
957,460780
958,421695
959,457793
960,421271
961,460843
962,415683
963,462082
963,883827
965,462272
966,417290
967,462747
968,420760
969,463654
970,417427
971,463229
971,884702
973,464916
974,416817
975,462709
976,419892
977,460117
978,416735
979,458550
980,421376
980,881503
982,420754
983,459882
984,419086
985,459579
986,418093
987,426411
987,886010
987,1305027
990,463451
991,423241
992,460688
993,417536
994,460200
995,421827
996,457484
996,877395
998,459569
999,418079
